,ESR1,PGR,GATA3,FOXA1,MKI67,PCNA,TOP2A,CCND1,MYC,BRCA2,GATA3,MAP3K1,PIK3CA,AKT1,MTOR,KRT8,KRT18,KRT19,EPCAM,KRT5,KRT14,EGFR,COL1A1,COL3A1,ACTA2,FAP,VIM,CD3D,CD8A,CD4,FOXP3,CD68,CD163,HIF1A,VEGFA,CA9
SPOT_11_29,12.0,12.0,18.0,27.0,8.0,0.0,4.0,4.0,3.0,10.0,36.0,9.0,11.0,1.0,2.0,44.0,22.0,20.0,7.0,0.0,0.0,1.0,8.0,9.0,10.0,8.0,7.0,11.0,3.0,4.0,6.0,19.0,9.0,12.0,4.0,4.0
SPOT_12_00,7.0,26.0,11.0,11.0,4.0,9.0,2.0,10.0,7.0,7.0,19.0,5.0,20.0,10.0,8.0,17.0,20.0,14.0,11.0,1.0,0.0,0.0,10.0,10.0,7.0,4.0,5.0,0.0,3.0,2.0,5.0,10.0,6.0,12.0,12.0,4.0
SPOT_12_01,6.0,34.0,5.0,16.0,5.0,3.0,3.0,12.0,13.0,4.0,8.0,8.0,7.0,22.0,11.0,32.0,29.0,32.0,20.0,0.0,0.0,2.0,5.0,6.0,12.0,7.0,6.0,2.0,1.0,2.0,0.0,5.0,2.0,8.0,7.0,10.0
SPOT_12_02,15.0,23.0,108.0,195.0,32.0,30.0,4.0,93.0,23.0,41.0,128.0,41.0,93.0,67.0,39.0,15.0,109.0,176.0,111.0,5.0,2.0,6.0,72.0,133.0,28.0,30.0,21.0,92.0,125.0,155.0,127.0,120.0,150.0,101.0,61.0,23.0
SPOT_12_03,17.0,8.0,105.0,32.0,29.0,67.0,29.0,66.0,54.0,17.0,43.0,26.0,44.0,35.0,29.0,21.0,79.0,72.0,100.0,8.0,7.0,2.0,122.0,19.0,52.0,26.0,33.0,294.0,248.0,238.0,270.0,297.0,282.0,48.0,70.0,72.0
SPOT_12_04,7.0,25.0,133.0,87.0,39.0,34.0,37.0,29.0,24.0,9.0,71.0,25.0,46.0,62.0,54.0,7.0,20.0,90.0,40.0,6.0,6.0,2.0,62.0,119.0,28.0,57.0,22.0,351.0,168.0,89.0,139.0,179.0,112.0,25.0,81.0,15.0
SPOT_12_05,2.0,21.0,61.0,16.0,37.0,43.0,50.0,10.0,9.0,29.0,32.0,13.0,111.0,58.0,23.0,14.0,17.0,95.0,83.0,2.0,4.0,7.0,328.0,1345.0,331.0,487.0,106.0,7.0,30.0,27.0,3.0,39.0,15.0,28.0,60.0,13.0
SPOT_12_06,112.0,129.0,57.0,137.0,144.0,104.0,106.0,136.0,31.0,66.0,90.0,35.0,96.0,94.0,121.0,104.0,225.0,176.0,93.0,5.0,10.0,18.0,85.0,160.0,129.0,171.0,119.0,42.0,62.0,325.0,14.0,12.0,92.0,78.0,81.0,118.0
SPOT_12_07,203.0,185.0,241.0,53.0,33.0,170.0,71.0,124.0,110.0,44.0,300.0,57.0,134.0,52.0,74.0,132.0,312.0,64.0,99.0,8.0,5.0,17.0,450.0,75.0,261.0,113.0,106.0,90.0,49.0,113.0,39.0,40.0,101.0,22.0,75.0,40.0
SPOT_12_08,126.0,62.0,153.0,147.0,21.0,153.0,88.0,37.0,63.0,29.0,213.0,49.0,105.0,140.0,13.0,294.0,89.0,135.0,195.0,10.0,12.0,10.0,78.0,143.0,300.0,73.0,230.0,182.0,63.0,69.0,28.0,24.0,46.0,89.0,105.0,37.0
SPOT_12_09,106.0,30.0,173.0,66.0,71.0,57.0,35.0,102.0,76.0,18.0,191.0,28.0,36.0,64.0,41.0,102.0,376.0,99.0,128.0,4.0,10.0,5.0,52.0,47.0,90.0,107.0,206.0,52.0,175.0,101.0,54.0,35.0,27.0,90.0,137.0,91.0
SPOT_12_10,849.0,729.0,624.0,172.0,55.0,31.0,21.0,102.0,46.0,11.0,620.0,39.0,526.0,113.0,109.0,308.0,312.0,231.0,466.0,26.0,3.0,4.0,103.0,82.0,69.0,206.0,94.0,86.0,30.0,20.0,11.0,112.0,73.0,119.0,113.0,96.0
SPOT_12_11,162.0,151.0,105.0,130.0,266.0,134.0,95.0,553.0,183.0,52.0,180.0,27.0,338.0,136.0,61.0,138.0,228.0,125.0,76.0,5.0,12.0,6.0,274.0,68.0,112.0,74.0,89.0,299.0,16.0,45.0,12.0,104.0,43.0,56.0,28.0,89.0
SPOT_12_12,395.0,421.0,353.0,398.0,113.0,99.0,46.0,59.0,96.0,69.0,361.0,25.0,47.0,174.0,45.0,411.0,1240.0,480.0,931.0,5.0,4.0,20.0,102.0,162.0,110.0,71.0,344.0,30.0,42.0,43.0,21.0,51.0,89.0,85.0,238.0,101.0
SPOT_12_13,335.0,460.0,521.0,164.0,94.0,58.0,81.0,52.0,67.0,19.0,528.0,79.0,74.0,117.0,84.0,479.0,850.0,441.0,304.0,9.0,8.0,26.0,132.0,246.0,211.0,24.0,98.0,67.0,13.0,53.0,34.0,117.0,46.0,17.0,93.0,12.0
SPOT_12_14,670.0,1106.0,569.0,163.0,28.0,52.0,31.0,142.0,43.0,60.0,834.0,44.0,162.0,100.0,21.0,197.0,505.0,409.0,805.0,6.0,7.0,16.0,192.0,130.0,17.0,44.0,74.0,295.0,66.0,25.0,17.0,49.0,117.0,130.0,149.0,66.0
SPOT_12_15,311.0,237.0,630.0,269.0,75.0,97.0,85.0,168.0,109.0,56.0,590.0,94.0,74.0,95.0,36.0,874.0,701.0,344.0,768.0,9.0,8.0,9.0,272.0,192.0,57.0,51.0,82.0,33.0,17.0,21.0,23.0,61.0,24.0,180.0,269.0,111.0
SPOT_12_16,393.0,364.0,393.0,287.0,116.0,12.0,30.0,77.0,103.0,32.0,493.0,60.0,53.0,23.0,65.0,2532.0,1568.0,601.0,555.0,8.0,9.0,15.0,90.0,415.0,287.0,38.0,63.0,32.0,37.0,21.0,44.0,55.0,119.0,77.0,156.0,86.0
SPOT_12_17,179.0,222.0,237.0,54.0,301.0,189.0,239.0,130.0,666.0,39.0,181.0,68.0,90.0,252.0,87.0,66.0,280.0,272.0,156.0,9.0,6.0,12.0,88.0,61.0,221.0,26.0,103.0,83.0,39.0,16.0,9.0,25.0,54.0,48.0,131.0,18.0
SPOT_12_18,959.0,817.0,499.0,305.0,55.0,150.0,78.0,83.0,74.0,24.0,140.0,73.0,49.0,251.0,107.0,630.0,921.0,545.0,836.0,19.0,3.0,14.0,84.0,180.0,157.0,94.0,139.0,19.0,58.0,54.0,10.0,67.0,58.0,63.0,152.0,46.0
SPOT_12_19,523.0,131.0,183.0,121.0,222.0,173.0,89.0,535.0,738.0,29.0,398.0,33.0,54.0,104.0,135.0,237.0,124.0,330.0,203.0,12.0,10.0,19.0,137.0,38.0,118.0,43.0,96.0,45.0,19.0,134.0,16.0,85.0,45.0,62.0,48.0,106.0
SPOT_12_20,722.0,483.0,365.0,716.0,209.0,94.0,44.0,104.0,31.0,31.0,493.0,40.0,107.0,50.0,114.0,341.0,696.0,212.0,521.0,16.0,17.0,4.0,673.0,290.0,38.0,143.0,81.0,35.0,104.0,119.0,4.0,47.0,48.0,245.0,64.0,79.0
SPOT_12_21,149.0,34.0,107.0,85.0,75.0,61.0,77.0,61.0,71.0,81.0,80.0,44.0,208.0,23.0,49.0,79.0,147.0,175.0,82.0,23.0,7.0,22.0,46.0,94.0,138.0,366.0,74.0,30.0,81.0,28.0,16.0,117.0,50.0,72.0,110.0,48.0
SPOT_12_22,147.0,91.0,223.0,90.0,88.0,104.0,22.0,53.0,33.0,60.0,97.0,36.0,93.0,78.0,48.0,80.0,172.0,209.0,103.0,17.0,3.0,14.0,84.0,129.0,375.0,74.0,41.0,79.0,113.0,81.0,17.0,82.0,51.0,108.0,69.0,303.0
SPOT_12_23,95.0,252.0,80.0,141.0,117.0,62.0,73.0,81.0,65.0,69.0,112.0,51.0,130.0,92.0,34.0,227.0,111.0,547.0,143.0,6.0,4.0,11.0,75.0,32.0,120.0,100.0,406.0,28.0,22.0,61.0,28.0,23.0,29.0,31.0,152.0,43.0
SPOT_12_24,164.0,63.0,254.0,47.0,123.0,24.0,47.0,174.0,13.0,74.0,153.0,106.0,97.0,75.0,127.0,160.0,206.0,106.0,131.0,17.0,6.0,24.0,228.0,58.0,60.0,130.0,110.0,106.0,37.0,20.0,17.0,24.0,32.0,306.0,266.0,39.0
SPOT_12_25,17.0,16.0,50.0,29.0,11.0,28.0,18.0,42.0,30.0,25.0,38.0,12.0,111.0,31.0,22.0,25.0,37.0,97.0,37.0,1.0,11.0,8.0,968.0,537.0,694.0,108.0,415.0,15.0,40.0,64.0,18.0,22.0,10.0,29.0,46.0,12.0
SPOT_12_26,17.0,9.0,37.0,47.0,43.0,13.0,4.0,43.0,14.0,20.0,43.0,18.0,27.0,19.0,16.0,24.0,8.0,57.0,95.0,4.0,5.0,3.0,199.0,272.0,330.0,756.0,523.0,4.0,6.0,12.0,21.0,39.0,30.0,12.0,76.0,5.0
SPOT_12_27,14.0,5.0,56.0,18.0,13.0,32.0,14.0,135.0,24.0,63.0,50.0,13.0,18.0,58.0,24.0,9.0,19.0,67.0,46.0,2.0,6.0,7.0,623.0,321.0,371.0,671.0,742.0,92.0,13.0,12.0,8.0,15.0,19.0,27.0,48.0,26.0
SPOT_12_28,26.0,4.0,26.0,17.0,22.0,12.0,14.0,45.0,18.0,14.0,38.0,34.0,65.0,46.0,6.0,11.0,17.0,114.0,51.0,4.0,1.0,6.0,462.0,131.0,529.0,102.0,286.0,16.0,4.0,29.0,14.0,70.0,17.0,25.0,97.0,60.0
SPOT_12_29,29.0,17.0,21.0,7.0,5.0,3.0,3.0,8.0,7.0,9.0,25.0,7.0,23.0,14.0,4.0,17.0,3.0,10.0,14.0,0.0,0.0,1.0,10.0,16.0,10.0,14.0,19.0,3.0,7.0,6.0,1.0,1.0,1.0,14.0,12.0,7.0
SPOT_13_00,33.0,11.0,24.0,8.0,10.0,11.0,4.0,26.0,3.0,7.0,34.0,0.0,9.0,8.0,9.0,11.0,11.0,9.0,8.0,0.0,0.0,2.0,10.0,11.0,6.0,4.0,9.0,8.0,2.0,5.0,5.0,11.0,6.0,2.0,12.0,7.0
SPOT_13_01,19.0,14.0,6.0,4.0,14.0,3.0,9.0,21.0,2.0,9.0,9.0,2.0,12.0,13.0,3.0,26.0,9.0,13.0,5.0,1.0,0.0,2.0,5.0,6.0,2.0,5.0,22.0,4.0,11.0,1.0,9.0,9.0,6.0,3.0,13.0,1.0
SPOT_13_02,16.0,7.0,23.0,82.0,8.0,49.0,87.0,17.0,17.0,29.0,47.0,16.0,37.0,142.0,59.0,31.0,11.0,60.0,27.0,1.0,4.0,4.0,1195.0,986.0,253.0,627.0,533.0,31.0,25.0,3.0,20.0,12.0,14.0,57.0,27.0,11.0
SPOT_13_03,37.0,42.0,145.0,33.0,44.0,24.0,52.0,62.0,65.0,46.0,54.0,27.0,65.0,23.0,16.0,17.0,87.0,56.0,53.0,10.0,3.0,2.0,22.0,13.0,29.0,45.0,87.0,216.0,128.0,129.0,124.0,164.0,210.0,61.0,13.0,60.0
SPOT_13_04,13.0,22.0,52.0,26.0,59.0,22.0,40.0,40.0,29.0,10.0,60.0,24.0,21.0,21.0,42.0,10.0,27.0,52.0,64.0,3.0,1.0,6.0,893.0,1615.0,297.0,153.0,286.0,14.0,78.0,15.0,9.0,18.0,14.0,31.0,58.0,13.0
SPOT_13_05,38.0,9.0,108.0,14.0,9.0,8.0,48.0,49.0,20.0,14.0,43.0,12.0,27.0,16.0,11.0,19.0,34.0,27.0,54.0,2.0,2.0,3.0,57.0,48.0,17.0,56.0,49.0,355.0,216.0,180.0,180.0,401.0,866.0,59.0,504.0,23.0
SPOT_13_06,176.0,101.0,118.0,107.0,51.0,93.0,50.0,49.0,57.0,83.0,125.0,90.0,89.0,72.0,74.0,613.0,208.0,106.0,124.0,9.0,5.0,4.0,212.0,59.0,122.0,117.0,174.0,84.0,81.0,41.0,26.0,127.0,46.0,47.0,59.0,68.0
SPOT_13_07,138.0,186.0,249.0,36.0,61.0,32.0,11.0,308.0,14.0,26.0,159.0,50.0,195.0,76.0,61.0,154.0,353.0,57.0,182.0,6.0,16.0,25.0,38.0,85.0,125.0,125.0,67.0,152.0,62.0,14.0,28.0,28.0,37.0,72.0,122.0,71.0
SPOT_13_08,252.0,84.0,67.0,120.0,58.0,29.0,47.0,36.0,73.0,40.0,183.0,30.0,115.0,208.0,60.0,556.0,39.0,127.0,81.0,6.0,13.0,8.0,123.0,52.0,345.0,297.0,216.0,129.0,43.0,201.0,21.0,64.0,35.0,46.0,265.0,86.0
SPOT_13_09,65.0,128.0,315.0,61.0,102.0,171.0,30.0,123.0,36.0,47.0,50.0,37.0,65.0,87.0,115.0,205.0,85.0,103.0,217.0,10.0,13.0,15.0,25.0,32.0,334.0,328.0,472.0,93.0,74.0,83.0,36.0,46.0,23.0,22.0,40.0,81.0
SPOT_13_10,398.0,335.0,583.0,311.0,107.0,65.0,95.0,119.0,156.0,26.0,197.0,53.0,151.0,32.0,64.0,967.0,400.0,476.0,318.0,9.0,3.0,27.0,137.0,70.0,78.0,75.0,238.0,62.0,117.0,97.0,35.0,11.0,23.0,62.0,53.0,197.0
SPOT_13_11,89.0,377.0,251.0,31.0,293.0,207.0,429.0,378.0,241.0,24.0,189.0,42.0,119.0,55.0,43.0,514.0,153.0,109.0,350.0,15.0,8.0,9.0,53.0,60.0,86.0,88.0,84.0,53.0,51.0,24.0,45.0,68.0,59.0,45.0,171.0,27.0
SPOT_13_12,399.0,182.0,149.0,83.0,815.0,225.0,224.0,368.0,219.0,48.0,247.0,39.0,115.0,99.0,125.0,127.0,236.0,36.0,213.0,13.0,8.0,10.0,141.0,104.0,177.0,445.0,41.0,80.0,32.0,33.0,18.0,38.0,71.0,12.0,218.0,18.0
SPOT_13_13,353.0,679.0,1750.0,134.0,50.0,41.0,15.0,79.0,110.0,55.0,711.0,40.0,63.0,63.0,94.0,837.0,485.0,909.0,929.0,9.0,8.0,32.0,232.0,636.0,47.0,32.0,103.0,144.0,62.0,33.0,69.0,29.0,104.0,32.0,36.0,15.0
SPOT_13_14,119.0,262.0,95.0,123.0,341.0,552.0,223.0,490.0,243.0,59.0,141.0,29.0,149.0,41.0,68.0,181.0,100.0,153.0,86.0,4.0,6.0,21.0,98.0,105.0,32.0,73.0,164.0,51.0,62.0,87.0,44.0,33.0,87.0,130.0,125.0,22.0
SPOT_13_15,322.0,239.0,126.0,116.0,604.0,186.0,78.0,99.0,663.0,42.0,176.0,43.0,101.0,71.0,101.0,589.0,277.0,218.0,80.0,7.0,12.0,19.0,128.0,90.0,104.0,117.0,250.0,38.0,76.0,73.0,57.0,97.0,34.0,133.0,153.0,58.0
SPOT_13_16,328.0,397.0,212.0,107.0,157.0,281.0,371.0,683.0,86.0,87.0,311.0,36.0,121.0,97.0,38.0,235.0,303.0,157.0,136.0,11.0,8.0,5.0,369.0,54.0,49.0,52.0,270.0,89.0,50.0,17.0,33.0,55.0,16.0,163.0,128.0,48.0
SPOT_13_17,264.0,801.0,816.0,154.0,39.0,39.0,78.0,172.0,41.0,36.0,723.0,32.0,241.0,69.0,111.0,561.0,757.0,767.0,901.0,14.0,5.0,21.0,205.0,56.0,49.0,173.0,207.0,22.0,30.0,26.0,35.0,86.0,144.0,60.0,91.0,46.0
SPOT_13_18,169.0,340.0,180.0,200.0,521.0,94.0,139.0,291.0,294.0,81.0,156.0,89.0,51.0,142.0,60.0,125.0,499.0,131.0,91.0,18.0,10.0,11.0,135.0,156.0,55.0,80.0,19.0,18.0,50.0,50.0,20.0,83.0,85.0,134.0,84.0,101.0
SPOT_13_19,1222.0,475.0,1003.0,508.0,62.0,13.0,24.0,81.0,54.0,37.0,476.0,37.0,84.0,77.0,38.0,786.0,330.0,533.0,318.0,24.0,6.0,5.0,72.0,39.0,90.0,51.0,65.0,30.0,32.0,107.0,7.0,49.0,54.0,89.0,166.0,437.0
SPOT_13_20,1263.0,209.0,927.0,312.0,71.0,76.0,32.0,145.0,41.0,47.0,281.0,39.0,201.0,75.0,48.0,1048.0,631.0,793.0,875.0,16.0,8.0,5.0,136.0,308.0,67.0,283.0,122.0,48.0,45.0,69.0,15.0,91.0,87.0,65.0,49.0,33.0
SPOT_13_21,136.0,134.0,337.0,137.0,151.0,26.0,26.0,143.0,81.0,43.0,122.0,35.0,69.0,42.0,53.0,145.0,406.0,164.0,56.0,8.0,3.0,9.0,68.0,86.0,237.0,68.0,220.0,100.0,92.0,98.0,11.0,90.0,92.0,112.0,127.0,67.0
SPOT_13_22,143.0,109.0,101.0,31.0,115.0,33.0,12.0,15.0,30.0,137.0,159.0,58.0,64.0,204.0,104.0,157.0,300.0,98.0,75.0,10.0,2.0,31.0,36.0,121.0,398.0,200.0,181.0,59.0,35.0,84.0,59.0,103.0,50.0,151.0,63.0,36.0
SPOT_13_23,158.0,101.0,147.0,97.0,84.0,17.0,19.0,37.0,125.0,51.0,166.0,57.0,105.0,63.0,26.0,143.0,143.0,177.0,162.0,19.0,3.0,7.0,38.0,103.0,57.0,86.0,233.0,57.0,18.0,107.0,6.0,60.0,75.0,50.0,45.0,17.0
SPOT_13_24,47.0,79.0,111.0,81.0,23.0,33.0,35.0,40.0,48.0,72.0,99.0,51.0,49.0,35.0,22.0,50.0,185.0,302.0,100.0,5.0,7.0,14.0,96.0,193.0,127.0,82.0,195.0,50.0,25.0,137.0,37.0,54.0,40.0,132.0,51.0,44.0
SPOT_13_25,10.0,4.0,87.0,66.0,25.0,54.0,5.0,69.0,34.0,21.0,36.0,29.0,49.0,45.0,29.0,24.0,16.0,48.0,56.0,4.0,1.0,3.0,485.0,491.0,273.0,141.0,583.0,38.0,8.0,14.0,2.0,23.0,11.0,33.0,29.0,15.0
SPOT_13_26,5.0,5.0,24.0,47.0,89.0,6.0,27.0,25.0,13.0,54.0,34.0,9.0,77.0,12.0,23.0,48.0,47.0,46.0,49.0,4.0,6.0,10.0,145.0,435.0,79.0,1047.0,214.0,31.0,3.0,12.0,7.0,26.0,58.0,33.0,9.0,13.0
SPOT_13_27,32.0,8.0,67.0,165.0,78.0,10.0,16.0,59.0,23.0,21.0,106.0,17.0,87.0,76.0,12.0,32.0,64.0,34.0,80.0,6.0,6.0,7.0,95.0,34.0,23.0,17.0,33.0,232.0,139.0,94.0,252.0,162.0,170.0,43.0,37.0,23.0
SPOT_13_28,14.0,17.0,31.0,42.0,30.0,80.0,25.0,18.0,10.0,19.0,61.0,17.0,34.0,57.0,27.0,52.0,18.0,48.0,78.0,3.0,6.0,2.0,1638.0,226.0,249.0,680.0,368.0,17.0,12.0,9.0,17.0,31.0,21.0,61.0,44.0,27.0
SPOT_13_29,12.0,18.0,28.0,14.0,16.0,4.0,1.0,12.0,4.0,2.0,11.0,4.0,14.0,12.0,1.0,38.0,33.0,48.0,4.0,1.0,1.0,1.0,7.0,13.0,8.0,5.0,14.0,3.0,1.0,0.0,2.0,16.0,6.0,7.0,12.0,4.0
SPOT_14_00,4.0,9.0,33.0,18.0,5.0,1.0,9.0,10.0,1.0,10.0,12.0,7.0,13.0,15.0,7.0,19.0,16.0,7.0,24.0,2.0,1.0,1.0,12.0,9.0,24.0,8.0,10.0,8.0,0.0,6.0,1.0,5.0,5.0,17.0,5.0,3.0
SPOT_14_01,19.0,19.0,11.0,24.0,4.0,5.0,6.0,11.0,4.0,1.0,6.0,3.0,14.0,14.0,10.0,14.0,4.0,18.0,7.0,0.0,0.0,2.0,10.0,8.0,6.0,5.0,10.0,3.0,4.0,4.0,3.0,1.0,6.0,6.0,42.0,8.0
SPOT_14_02,22.0,39.0,95.0,21.0,124.0,27.0,14.0,40.0,41.0,45.0,108.0,31.0,11.0,11.0,23.0,18.0,18.0,42.0,36.0,3.0,3.0,2.0,484.0,655.0,280.0,275.0,322.0,20.0,9.0,35.0,4.0,16.0,64.0,33.0,44.0,43.0
SPOT_14_03,32.0,20.0,55.0,52.0,18.0,14.0,14.0,82.0,11.0,27.0,185.0,38.0,115.0,77.0,16.0,78.0,74.0,66.0,25.0,3.0,8.0,8.0,80.0,89.0,27.0,42.0,76.0,55.0,127.0,83.0,77.0,203.0,150.0,41.0,158.0,14.0
SPOT_14_04,21.0,5.0,77.0,30.0,74.0,27.0,16.0,85.0,17.0,16.0,46.0,47.0,69.0,47.0,15.0,24.0,10.0,42.0,36.0,4.0,2.0,11.0,421.0,1336.0,667.0,339.0,210.0,58.0,26.0,19.0,17.0,19.0,68.0,29.0,67.0,11.0
SPOT_14_05,7.0,11.0,80.0,124.0,35.0,78.0,13.0,8.0,14.0,19.0,38.0,11.0,13.0,12.0,42.0,11.0,21.0,87.0,52.0,3.0,3.0,7.0,433.0,264.0,1310.0,154.0,240.0,20.0,11.0,9.0,15.0,69.0,22.0,34.0,52.0,19.0
SPOT_14_06,125.0,116.0,185.0,167.0,35.0,10.0,89.0,34.0,123.0,56.0,313.0,24.0,81.0,122.0,68.0,94.0,184.0,89.0,158.0,8.0,6.0,9.0,145.0,114.0,65.0,87.0,165.0,44.0,36.0,46.0,44.0,214.0,107.0,59.0,44.0,16.0
SPOT_14_07,118.0,124.0,191.0,55.0,40.0,152.0,27.0,207.0,53.0,64.0,110.0,35.0,225.0,139.0,23.0,124.0,181.0,61.0,137.0,5.0,9.0,5.0,81.0,135.0,590.0,105.0,172.0,158.0,63.0,159.0,14.0,52.0,97.0,94.0,52.0,229.0
SPOT_14_08,117.0,57.0,314.0,113.0,82.0,108.0,33.0,86.0,69.0,51.0,74.0,22.0,58.0,77.0,135.0,98.0,141.0,71.0,226.0,7.0,3.0,28.0,208.0,152.0,230.0,228.0,461.0,58.0,67.0,64.0,15.0,100.0,39.0,120.0,107.0,71.0
SPOT_14_09,242.0,97.0,119.0,41.0,97.0,26.0,13.0,125.0,28.0,39.0,134.0,26.0,87.0,76.0,35.0,119.0,105.0,79.0,99.0,8.0,9.0,9.0,97.0,57.0,99.0,28.0,556.0,106.0,34.0,91.0,14.0,128.0,53.0,63.0,66.0,24.0
SPOT_14_10,378.0,165.0,91.0,107.0,238.0,126.0,192.0,431.0,234.0,29.0,205.0,21.0,65.0,134.0,82.0,112.0,132.0,68.0,188.0,6.0,7.0,16.0,220.0,39.0,114.0,58.0,99.0,21.0,33.0,38.0,19.0,49.0,58.0,25.0,89.0,34.0
SPOT_14_11,286.0,1345.0,592.0,98.0,90.0,26.0,60.0,132.0,130.0,14.0,251.0,24.0,148.0,134.0,162.0,1856.0,1003.0,236.0,1074.0,15.0,8.0,11.0,27.0,87.0,24.0,156.0,104.0,31.0,44.0,100.0,38.0,162.0,106.0,77.0,74.0,30.0
SPOT_14_12,726.0,240.0,618.0,136.0,15.0,9.0,36.0,167.0,35.0,31.0,249.0,66.0,328.0,47.0,99.0,1012.0,495.0,831.0,322.0,12.0,9.0,23.0,73.0,168.0,83.0,55.0,118.0,42.0,16.0,23.0,32.0,55.0,69.0,46.0,119.0,66.0
SPOT_14_13,371.0,515.0,591.0,350.0,77.0,19.0,31.0,118.0,194.0,75.0,279.0,58.0,116.0,73.0,50.0,1538.0,1065.0,558.0,587.0,11.0,5.0,11.0,236.0,149.0,138.0,100.0,88.0,59.0,12.0,89.0,39.0,103.0,33.0,40.0,94.0,184.0
SPOT_14_14,414.0,460.0,408.0,519.0,723.0,46.0,32.0,53.0,32.0,86.0,282.0,63.0,160.0,199.0,113.0,757.0,1020.0,282.0,445.0,15.0,12.0,16.0,76.0,42.0,107.0,30.0,39.0,110.0,51.0,34.0,9.0,67.0,12.0,95.0,101.0,87.0
SPOT_14_15,189.0,308.0,466.0,592.0,43.0,168.0,34.0,131.0,56.0,41.0,785.0,111.0,295.0,55.0,70.0,488.0,314.0,590.0,453.0,12.0,4.0,10.0,95.0,306.0,102.0,42.0,53.0,39.0,8.0,27.0,23.0,38.0,73.0,60.0,80.0,50.0
SPOT_14_16,485.0,450.0,1066.0,441.0,72.0,109.0,70.0,125.0,193.0,21.0,572.0,30.0,67.0,83.0,44.0,843.0,282.0,417.0,227.0,18.0,7.0,9.0,76.0,123.0,97.0,113.0,37.0,25.0,19.0,28.0,14.0,61.0,185.0,77.0,40.0,44.0
SPOT_14_17,321.0,179.0,243.0,66.0,436.0,281.0,333.0,157.0,165.0,33.0,131.0,22.0,232.0,140.0,156.0,158.0,239.0,71.0,99.0,5.0,7.0,11.0,104.0,77.0,216.0,98.0,178.0,73.0,62.0,18.0,36.0,78.0,38.0,95.0,147.0,13.0
SPOT_14_18,563.0,236.0,255.0,101.0,613.0,230.0,437.0,384.0,279.0,49.0,165.0,21.0,62.0,90.0,28.0,74.0,212.0,184.0,147.0,7.0,7.0,17.0,68.0,47.0,21.0,43.0,118.0,30.0,18.0,79.0,33.0,93.0,75.0,55.0,72.0,176.0
SPOT_14_19,1462.0,224.0,1474.0,138.0,114.0,99.0,31.0,41.0,70.0,24.0,271.0,127.0,150.0,84.0,81.0,1342.0,1456.0,525.0,194.0,10.0,5.0,16.0,65.0,257.0,98.0,67.0,209.0,25.0,46.0,91.0,44.0,164.0,73.0,71.0,123.0,188.0
SPOT_14_20,207.0,221.0,167.0,180.0,719.0,98.0,115.0,323.0,298.0,149.0,433.0,38.0,61.0,70.0,54.0,227.0,140.0,118.0,98.0,12.0,1.0,12.0,96.0,49.0,87.0,118.0,47.0,46.0,17.0,50.0,40.0,36.0,90.0,95.0,272.0,76.0
SPOT_14_21,184.0,75.0,121.0,34.0,95.0,81.0,110.0,84.0,36.0,58.0,102.0,25.0,91.0,69.0,42.0,158.0,150.0,166.0,189.0,12.0,4.0,6.0,59.0,20.0,230.0,179.0,149.0,79.0,30.0,79.0,39.0,94.0,38.0,24.0,56.0,43.0
SPOT_14_22,105.0,97.0,170.0,68.0,32.0,26.0,65.0,55.0,135.0,36.0,302.0,41.0,19.0,15.0,153.0,131.0,75.0,77.0,214.0,6.0,6.0,5.0,212.0,73.0,200.0,80.0,209.0,110.0,36.0,249.0,39.0,73.0,21.0,43.0,66.0,223.0
SPOT_14_23,233.0,41.0,396.0,38.0,83.0,147.0,55.0,173.0,44.0,54.0,174.0,38.0,71.0,40.0,40.0,74.0,110.0,72.0,38.0,4.0,5.0,24.0,121.0,368.0,140.0,158.0,94.0,298.0,94.0,283.0,18.0,52.0,32.0,431.0,73.0,29.0
SPOT_14_24,85.0,79.0,85.0,50.0,84.0,129.0,57.0,94.0,66.0,35.0,231.0,43.0,129.0,183.0,27.0,246.0,121.0,85.0,205.0,7.0,3.0,12.0,70.0,63.0,83.0,173.0,115.0,132.0,132.0,81.0,82.0,46.0,20.0,127.0,87.0,39.0
SPOT_14_25,14.0,17.0,19.0,26.0,33.0,11.0,9.0,24.0,16.0,24.0,92.0,12.0,16.0,19.0,17.0,33.0,10.0,41.0,90.0,3.0,3.0,6.0,461.0,327.0,211.0,103.0,397.0,17.0,12.0,17.0,6.0,5.0,21.0,26.0,20.0,9.0
SPOT_14_26,21.0,8.0,163.0,129.0,38.0,25.0,23.0,65.0,40.0,34.0,128.0,23.0,26.0,38.0,17.0,26.0,33.0,68.0,39.0,7.0,6.0,3.0,109.0,77.0,81.0,25.0,21.0,288.0,801.0,60.0,138.0,436.0,186.0,19.0,25.0,11.0
SPOT_14_27,19.0,22.0,105.0,37.0,12.0,22.0,16.0,101.0,10.0,18.0,46.0,32.0,32.0,20.0,12.0,48.0,71.0,44.0,80.0,4.0,2.0,3.0,84.0,29.0,22.0,17.0,57.0,478.0,151.0,189.0,688.0,224.0,120.0,65.0,45.0,20.0
SPOT_14_28,18.0,2.0,36.0,87.0,14.0,42.0,21.0,6.0,27.0,13.0,74.0,13.0,33.0,47.0,25.0,13.0,25.0,67.0,37.0,1.0,1.0,13.0,1342.0,145.0,422.0,289.0,173.0,10.0,21.0,9.0,16.0,12.0,5.0,134.0,50.0,66.0
